Datacleaned,,,,,,
,Title,Abstract,source&dates,source,dates,Url
395,女同学受羞辱上吊自杀？印度大学生集体抗议,印度一名18岁女大学生因考试作弊被发现后上吊自杀，在校园内引发暴力抗议。抗议学生认为，自杀同学遭到校方“羞辱”，要求校方给说法。 　　《印度教徒报》报道，印度萨蒂亚巴马大学22日上午举行的一场考试,东北新闻网    2017-11-27,东北新闻网,2017-11-27,https://www.ringdata.com/news/detail?id=20171127257e2fc2812ba0ad23401bb1d52e7cb7
396,日本名校大学生因发短信唆使女友自杀被捕,,人民网    2014-02-21,人民网,2014-02-21,https://www.ringdata.com/news/detail?id=2014022120a5cfba75a1ccd6c6cd9029a7fbb6db
397,大学生想不开自杀 专家：把好家庭教育第一关,视频回放：嘘！本期直播专治不开心和想不开 近年来，大学生自杀或他杀事件偶有发生，一个个血色青春的案例警示我们，大学生心理健康尤其重要。一些大学生在生活中常常给人乐观、开朗的印象，学业上也顺风顺水，却在,人民网    2017-06-12,人民网,2017-06-12,https://www.ringdata.com/news/detail?id=201706123c4327486aa6103b2d25c163f41df4bb
398,女大学生宿舍内烧炭自杀 曾献血查出大三阳,吴昕怡女，福建福鼎人，天津师范大学初等教育学院大一学生，2015年4月10日，她在学校单间宿舍烧炭自杀。在学校的一次义务献血之后，2014年12月6日，她被查出大三阳，系乙肝病毒携带者；今年3月7,人民网    2015-04-30,人民网,2015-04-30,https://www.ringdata.com/news/detail?id=2015043022f05bb8474b6f4e4fd81c28372452ac
399,郑州女大学生身中13刀死亡 警方认定系自杀,男主持人：发生在校园里的事。今年才21岁，在郑州的一所大学上学。前一段时间，家里突然得到了一个消息，说是孩子在学校里出事了。 　　女主持人：据说还是出大事了。咱们一起去看一看。 　　张女士：我的闺,胶东在线网    2012-06-20,胶东在线网,2012-06-20,https://www.ringdata.com/news/detail?id=201206201fe630917eeef4ab87d3ce27e3eb065a
401,大学生求职受挫发布自杀预告 网友质疑炒作,自杀预告 绝望或炒作？死亡或重生？ 大学毕业生网上发帖声称10月1日结束自己生命 　　一名大学毕业生，以“死or重生”为名，在网络上发“自杀预告”式的帖子，开始“生命倒数”。他称自己现状穷,浙江在线网    2008-09-26,浙江在线网,2008-09-26,https://www.ringdata.com/news/detail?id=200809260cfb5ec1733eaa06eab7af7ffce32724
402,广西警方公布大学生尸检报告否认其被自杀,新华网南宁3月26日电(新华社“中国网事”记者王秋凤、何程)3月17日，位于广西壮族自治区崇左市扶绥县的广西城市职业学院学生符某在校内死亡，警方认定为“自杀”。死者家属随后在网上发帖对案件提出诸多,胶东在线网    2011-03-26,胶东在线网,2011-03-26,https://www.ringdata.com/news/detail?id=201103265b9aae11525c53aa06465a24080a435b
403,疑因拿不到毕业证 女大学生宿舍内上吊自杀,华商报讯（记者 张成龙）昨日下午，网络上热传着一条“西安财经学院长安校区一女生在宿舍上吊自杀”的消息。华商报记者从长安警方了解到，此事已排除他杀可能，具体原因仍在调查中。 　　另有知情人向华商报反,黄石新闻网（民办）    2019-12-30,黄石新闻网（民办）,2019-12-30,https://www.ringdata.com/news/detail?id=20191230163a136d49d12588189986e38f035eba
406,长沙女大学生被前男友杀害 前男友畏罪自杀,您的浏览器不支持 video 标签。 您的浏览器不支持 audio 标签。 　　长沙晚报8月25日讯（全媒体记者 朱炎皇）中南林业科技大学涉外学院学生童某某在长沙芙蓉北路一酒店被其前男友捅伤，经抢,长沙晚报网    2019-08-25,长沙晚报网,2019-08-25,https://www.ringdata.com/news/detail?id=201908251304867b3073b60d1bc9f73b550710e0
407,大学生自杀事件偶有发生？家庭教育非常重要,新闻推荐 专题策划 视频新闻 新闻排行,多彩贵州网    2019-09-11,多彩贵州网,2019-09-11,https://www.ringdata.com/news/detail?id=201909115408508b07c4cfb5eb75876576a39ce9
408,福鼎女大学生携带乙肝病毒 宿舍内烧炭自杀,陈小玲在天津师范大学里为女儿吴昕怡拍的照片东南网5月1日讯(海都网记者夏雨晴施建华)“史铁生说：‘死是一件不必着急的事。’尽管深有感触，可是我觉得人生好长，看不到终点。此刻的我更急于跳出这一世的腐坏…,东南网    2015-05-01,东南网,2015-05-01,https://www.ringdata.com/news/detail?id=20150501dfbfba4855aa8933356901618de5c449
409,长沙女大学生被前男友捅伤身亡 前男友自杀,来源：@中南林业科技大学涉外学院 　　情况通报 　　2019年8月24日晚19时左右，我院经济与管理学院2018级金融专业学生童某某在芙蓉北路新时代酒店被其前男友(非本校学生),法治湖南网    2019-08-26,法治湖南网,2019-08-26,https://www.ringdata.com/news/detail?id=2019082686bd7c8ff9f2a4ad243eeb82ad603a1c
413,海南一大学生跳楼自杀疑因不满意所学专业,,多彩贵州网    2012-11-20,多彩贵州网,2012-11-20,https://www.ringdata.com/news/detail?id=20121120c562fe673f82f6d9beff0cbb1f1d6609
415,大学生为归隐制造自杀现场 猪骨冒充尸体(图),因为沉迷武侠小说，宋科的一生被改变了。 　　用猪龙骨摆成人的骨骼形状。 　　凌晨一点，他将买好的猪龙骨，按人躺卧的骨骼分布形状摆在自己床铺上；打开气罐阀门，让液化气充满密闭的寝室。这一切，只是为了,胶东在线网    2010-09-24,胶东在线网,2010-09-24,https://www.ringdata.com/news/detail?id=2010092430b9bbdab5c20c83ce582e9e46419fed
416,女大学生不愿当公务员与母亲争执跳楼自杀,,多彩贵州网    2010-03-08,多彩贵州网,2010-03-08,https://www.ringdata.com/news/detail?id=20100308bb539eb0dc643c94fa4656e00670d952
417,大学生上网成瘾挂科跳湖死亡 初步判定自杀,中山大学22日通报该校一名大二学生在校园溺水身亡事件。初步判定为学生自杀。羊城晚报记者调查发现，在短短4个月内，已经有两名学生在同一水域自杀身亡。 　　据中山大学介绍，出事学生是该校海洋学院(,中国新闻网    2013-04-23,中国新闻网,2013-04-23,https://www.ringdata.com/news/detail?id=20130423d1c583b6f5ce09968874464191091777
419,自杀成大学生间的无形杀手生命该如何教育？,自杀成大学生间的无形杀手 生命该如何教育？ 2017-11-06 09:32      来源：中国青年报      作者：     分享 　　秋天，是草木凋零的季节，也是自杀的多发期，又被称为“自杀季,东北新闻网    2017-11-06,东北新闻网,2017-11-06,https://www.ringdata.com/news/detail?id=20171106645ba6452cfba1274f1604c6074390dd
420,大学生网上恶搞“集体自杀” 警方截停“死亡玩笑”,大学生网上恶搞“集体自杀” 警方截停“死亡玩笑” 2012年07月26日 11:11:06     中国路桥新闻网 中国台州网讯 7月24日，网上出现了一个“相约集体自杀”的QQ群，引起了网友们的,浙江在线网    2012-07-26,浙江在线网,2012-07-26,https://www.ringdata.com/news/detail?id=20120726920d51bca3eb0ea04d7f97495bc5a6f8
421,“感动吉林”女大学生因评优受挫出走 自杀未果,,人民网    2015-08-10,人民网,2015-08-10,https://www.ringdata.com/news/detail?id=2015081001b58cbe68667b929e767e248ec72f8b
422,大学生自杀率飙高 1/10日本学生称“真心想死”,墨尔本某处墓地 生命，是自然付给人类去雕琢的宝石，只要用心，定能活出一片精彩；生命，又是一条艰险的狭谷，只有勇敢的人才能通过。近来，我们越来越多地听到这样的消息，由于各种各样的原因，一些人正在用自杀的,湖北新闻网（综合门户）    2013-04-14,湖北新闻网（综合门户）,2013-04-14,https://www.ringdata.com/news/detail?id=20130414f37bd9a95a9696d30e176cd507031f6b
424,暑假交友不慎误吸毒民警感化欲自杀大学生,乌蒙新网讯近日，就读于南京某大学的大方县人方某某，因为交友不慎，在朋友的引诱下学会了吸毒，因此要在大方县行政拘留所度过15天的暑假。 　　方某某是大方县大方镇人，是南京某大学大一的本科生，因吸毒于,多彩贵州网    2013-08-15,多彩贵州网,2013-08-15,https://www.ringdata.com/news/detail?id=20130815ab44a2b7fcbab24e8be770bb56bf7a76
425,相约自杀却反悔 女大学生“受托杀人”轻判无期,持刀杀害同班好友小秋（化名），北京科技大学女生段晓宇被指控犯故意杀人罪。昨天，市一中院判决认为：段晓宇属于“受托杀人”，且有自首情节，从轻判处其无期徒刑，剥夺政治权利终身，并赔偿小秋家属59万,浙江在线网    2011-12-23,浙江在线网,2011-12-23,https://www.ringdata.com/news/detail?id=20111223143e05b91cf90547656bc4fa2fc47000
427,裸贷魔爪伸向女大学生　多人被敲诈被逼自杀,说起大学校园里的学生贷款，相信是令很多家长头疼的一个问题。 孩子出门在外，给钱多了，家长担心孩子荒废了学业，严格控制孩子的花销。 而家长最担心的，就是怕自己不知情的情况下，孩子在校园里无节制的贷款,海广网    2018-01-20,海广网,2018-01-20,https://www.ringdata.com/news/detail?id=20180120db894f6625b1a2873abed0f984068aa1
430,绍兴女大学生报警：有人向我表白被拒要自杀,11月9日晚，青年男子张某因告白失败，一时想不开欲跳河轻生，幸好在越城区公安分局塔山派出所民警的耐心劝导下打消了轻生念头，并在家属陪同下安全回家。 当晚，塔山派出所民警丁琦钦接到一名女大学生的报警电,腾讯网    2019-11-13,腾讯网,2019-11-13,https://www.ringdata.com/news/detail?id=20191113819716350218aa8e468e7cf80eb1d005
431,大学生发自杀信息后死亡 生前身陷网络借贷,李兴元最后一条朋友圈是1月30日凌晨3：16，“活着真的很累，就让我这么安安静静地死了吧，对不起我的家人，我撑不下去了，累了。”并配了一张碳在燃烧的图。 他是河北建筑工程学院给排水科学与工程,中国宿迁网    2018-03-01,中国宿迁网,2018-03-01,https://www.ringdata.com/news/detail?id=2018030104cbe4c63cb75f9e6f537cb2a521ef2d
432,大学生网上相约自杀 身亡者父母状告腾讯ＱＱ,浙江省丽水市莲都区人民法院２１日公开开庭审理一起因利用腾讯ＱＱ网络相约自杀导致民事赔偿纠纷的新类型民事案件。   原告为自杀大学生范某的父母，他们起诉称，今年６月，被告张某利用腾讯ＱＱ向不特定的公,呼和浩特日报    2010-10-23,呼和浩特日报,2010-10-23,https://www.ringdata.com/news/detail?id=20101023c4df2c2a0d93a9501fe2c616d1edee46
436,女大学生不愿当公务员 与母亲争执跳楼自杀,48岁的刘美艺(化名)至今没想通：自己深沉的母爱竟成了“杀”死女儿的凶手――女儿晓琳大学毕业后，通过网络从事自由职业，但在机关当领导的她认为这“工作”不稳定，四处张罗让女儿进机关端“铁饭碗”，却屡,胶东在线网    2010-03-08,胶东在线网,2010-03-08,https://www.ringdata.com/news/detail?id=201003083eefbed8612c0fb9a840e96a5d6bc9a1
437,媒体：女大学生“负债”自杀 校园贷平台该当何责,■ 观察家 　　女大学生在网贷方的疯狂催债下，选择了死亡。校园贷悲剧背后，是校园贷平台经营无序及监管乏力。 　　据澎湃新闻报道，网贷曝光后，“57万欠款”、“裸贷女生”等字眼深深地烙印在不满,中国新闻网    2017-04-17,中国新闻网,2017-04-17,https://www.ringdata.com/news/detail?id=201704174ac17769490d4b70932ed57ca594f506
438,"准大学生疑因电信诈骗自杀 遗书称\""被骗1万\""",蔡某的录取通知书，9月3日她将进入大学校门。家属供图     　　蔡某在“遗书”中称被人骗去1万元，“自杀对我来说反而轻松”。家属供图   　　又一起电信诈骗，带走了一个年轻的生,孝感网    2016-09-02,孝感网,2016-09-02,https://www.ringdata.com/news/detail?id=2016090270dbf568fbfecda25336933ef1efd4e1
439,大学生留2000多字遗书 列24条自杀理由欲轻生,,中国宁波网    2013-03-17,中国宁波网,2013-03-17,https://www.ringdata.com/news/detail?id=20130317334f1252256727ec33174021afeb9aab
440,“校园贷”乱象：大学生因无力偿还高额借贷自杀,,央广网    2016-11-14,央广网,2016-11-14,https://www.ringdata.com/news/detail?id=20161114a110b42d01579b1c38563dcb45fa6197
441,女大学生与男友吵架猛喝半瓶洗发水欲自杀,因与男友的意见发生分歧，在校女大学生王某一怒之下竟然喝下半瓶洗发水轻生，在民警的劝说下她终于放弃自杀念头，答应不再做傻事。昨天上午，王某在同学和男友的陪同下安全返回学校。 　　22日晚10时，崂山,胶东在线网    2012-09-24,胶东在线网,2012-09-24,https://www.ringdata.com/news/detail?id=201209243f9e7cd3abcc4ffc66c8a841546dd617
442,调查显示半数以上美国大学生有过自杀念头,新华网华盛顿8月17日电(记者 杨晴川 王薇)美国高校心理辅导研究会17日公布的一项调查显示，半数以上美国大学生至少产生过一次自杀念头。 　　这项调查通过互联网进行，70多所美国高校2.6万多名大,胶东在线网    2008-08-18,胶东在线网,2008-08-18,https://www.ringdata.com/news/detail?id=200808182b9a8ecc2303398930d5812f1918f8d9
443,天津师范大学年仅19岁患乙肝女大学生自杀,,人民网    2015-05-01,人民网,2015-05-01,https://www.ringdata.com/news/detail?id=201505019df7c0219b666ca95aec6e20a2b9485f
444,大学生为归隐导演“自杀”买猪肉制造死亡假象,,多彩贵州网    2010-08-25,多彩贵州网,2010-08-25,https://www.ringdata.com/news/detail?id=20100825eab7b603f2dd62e2801a6c591bbe5f6a
446,三亚一大学生跳楼自杀身亡 或因学习压力大,19日中午13时许，三亚某大学宿舍区内发生一起学生跳楼自杀事件，该校大一男生王某因压力过大产生悲观厌世情绪，跳楼自杀身亡。 　　据警方介绍，19日中午13时22分，三亚公安局河东分局刑警大队接报,中国新闻网    2012-11-21,中国新闻网,2012-11-21,https://www.ringdata.com/news/detail?id=2012112144cf2e0cc18b6446a971aab1a3c14d93
447,大学生无力还贷自杀引发财经素养教育讨论,    本报讯（中国青年报·中青在线记者邱晨辉）“每个人终其一生都会和财富打交道，有的人因此发家致富，有的人却倾家荡产甚至失去生命，人们总结出许多原因，其中一个因素却往往被忽略，就是财经素养的教育……,中国青年报    2016-03-29,中国青年报,2016-03-29,https://www.ringdata.com/news/detail?id=20160329f8a387aa98ee22471f3eeec8d52940ce
452,男大学生跳楼自杀砸死过路女生 获刑三年半,,中国新闻网    2009-06-21,中国新闻网,2009-06-21,https://www.ringdata.com/news/detail?id=2009062113cff10bf0a7a345b183643edd4fb409
453,愚人节玩笑开大了 武汉一女大学生网播“自杀”,图为：小宋发的“自杀微博” 　　图为：楚天金报官方微博辟谣 　　图为：小宋发微博道歉 （以上图片均属网络截图） 　　楚天金报讯 □本报记者李光正 见习记者周逸雄 实习生毛睿,中国新闻网    2012-04-02,中国新闻网,2012-04-02,https://www.ringdata.com/news/detail?id=20120402bcfad04b650c2d6fe30d0807eb048a83
455,调查称四成日本大学生因找工作难想过自杀,,人民网    2012-11-16,人民网,2012-11-16,https://www.ringdata.com/news/detail?id=20121116fbc92e5b08707bdccf767c33585d90b6
456,记者卧底“自杀群”:大学生QQ群相约轻生无人劝,两大学生QQ群相约来南京轻生，如何监管避免悲剧重演？ 宾馆的卫生间被布置成密室，两个小伙殒命其中。这是南京最近发生的一起轻生事件，两个小伙都是安徽的大学生，因为心理问题，通过“自杀”QQ群相约到南,人民政协网    2016-11-03,人民政协网,2016-11-03,https://www.ringdata.com/news/detail?id=201611034fb89a024794a96e2dcb440b3fd5b12f
457,广东一小学生校内上吊身亡 留下遗书疑为自杀,,央广网    2016-05-27,央广网,2016-05-27,https://www.ringdata.com/news/detail?id=20160527ef2d39e3dd9c6a592cd6144dfe23e553
458,18岁史学奇才因抑郁症在家中跳楼自杀身亡 专家称其水平超过博士生,林嘉文 　　原标题：是什么“杀”了史学奇才林嘉文 　　记者 陈伟斌 黄小星 　　2月23日晚，西安中学高三学生林嘉文，因抑郁症在家中跳楼自杀。他的追悼会昨日举行，遗体也已火化。 　　林嘉文，出生于19,中国宿迁网    2016-02-26,中国宿迁网,2016-02-26,https://www.ringdata.com/news/detail?id=20160226b339be765d33a9fd3fb3f5a22df35827
459,被“校园贷”夺去的生命：大学生赌球欠巨款后自杀,讲起儿子，郑先桥悲痛不已 郑德幸大学获得的证书 郑德幸给家人发的最后一条短信 郑德幸贴出的自己支付宝2015年10月的支出情况 郑德幸在贴吧中发的自己照片 　　46岁,中国新闻网    2016-03-20,中国新闻网,2016-03-20,https://www.ringdata.com/news/detail?id=2016032030f769f80378f117e87ffe61e547afa9
462,女大学生宾馆遇害 嫌犯自首途中逃跑畏罪自杀,日前，长沙某学院的大三女生丁盛宇在学校对面的宾馆遇害。警方介入调查后发现，与受害人来往密切的男子胡新贵有重大作案嫌疑。昨日，记者从警方获悉，正当民警准备对嫌疑人展开抓捕的时候，胡新贵在常德老家畏罪,东北新闻网    2013-10-23,东北新闻网,2013-10-23,https://www.ringdata.com/news/detail?id=201310237c31f33d5d0951707e3d58168d5c84bc
463,女大学生网恋失贞自杀 家属追责男方称自愿图,2006年是个什么样的世界，宁波某学院就读的女生丁丁永远也看不到了。元旦前夕，该校图书馆旁一条小河里浮出来一具女尸，经过辨认，正是失踪将近一个月的丁丁，警方调查后得出结论，丁丁系自杀身亡，生前曾,胶东在线网    2006-01-13,胶东在线网,2006-01-13,https://www.ringdata.com/news/detail?id=2006011350085db7dc8d62d1320fedaf3ca24e21
464,浙江一大学生班干部因偷牙膏被发现跳崖自杀,浙江在线01月15日讯 “如果有下辈子我希望还能当你们的儿子，但是自己绝不会再犯这种错误……” 　　1月12日，温州一大学的在校大学生小王，留下一份带着泪水的遗书后，在洞头一风景区跳崖身亡。就在前,中国山东网    2010-01-16,中国山东网,2010-01-16,https://www.ringdata.com/news/detail?id=20100116964f49c4beafaf2183daee6bf59a595b
465,"女大学生陷“校园贷”自杀,如何才能不让悲剧重演",,海口网    2017-04-21,海口网,2017-04-21,https://www.ringdata.com/news/detail?id=201704219b0aa4ec3796eee2234baf7c90218fc4
466,女大学生因还债压力自杀　至少卷入5个校园贷,原标题：被校园贷吞噬的生命 “爸爸，其实我真的好爱好爱你啊，从小到大，我做了那么多错事，你都原谅我了，可是这一次，我真的觉得很累啊。”4月10日晚上11点35分，在福建省石狮市上班的熊先生收到了女儿小,海广网    2017-04-18,海广网,2017-04-18,https://www.ringdata.com/news/detail?id=2017041839c65c543dbd4e6f21681f4609d7e9f7
467,山西女大学生去驾校途中被害 嫌疑人畏罪自杀,原标题：山西女大学生去驾校途中被害 嫌疑人畏罪自杀 　　中新网太原9月18日电 (范丽芳 韩波)8月份，山西省原平市一女大学生在去驾校途中失踪。18日，山西忻州警方对外称，该女子王某津已被杀害，其中一,人民网    2015-09-19,人民网,2015-09-19,https://www.ringdata.com/news/detail?id=2015091998f6664739fbf0c86bdb63bb33cd1b7b
468,经营套路贷致1大学生自杀身亡 首犯获刑25年,图为4月25日浙江省杭州市萧山区法院胡某等人涉黑一案庭审现场 精准打击校园“套路贷”背后的黑恶犯罪 浙江杭州：涉及被害大学生39人 导致一名大学生自杀死亡 淮南大通：通过骚扰高校教师对学校施压逼迫,中国日报网    2019-05-13,中国日报网,2019-05-13,https://www.ringdata.com/news/detail?id=20190513fd592539218f543eb894ef4daf4daefa
469,长沙一旅馆2男子烧炭自杀 一人是在校大学生,“吓得我现在都没缓过神来，他们可能是烧炭自杀的。”发现死者的旅馆工作人员说。昨日下午3时许，长沙高桥大市场13区11栋的一家旅馆，2名男子被发现死在房中。民警发现，房内有烧炭痕迹，其中一名死者是在,东北新闻网    2013-09-10,东北新闻网,2013-09-10,https://www.ringdata.com/news/detail?id=20130910dd934511b77a0aa9691596b5e945dd97
470,大学生借20余万校园贷后自杀 用来聚餐及还贷,“哥对不起你，哥先走了。”微信上给同学发完这条信息，21岁的汉中大学生朱毓迪便失去了联系。而让人揪心的是，他还发来了一段小视频，上面的他左手割了3道很深的伤口。 事发 刚开学的儿子意外失踪 “我到学校,十堰网    2017-09-07,十堰网,2017-09-07,https://www.ringdata.com/news/detail?id=201709076902d7985047dd13f5b044018c4bc917
471,石首大学生创业受阻欲自杀 给弟弟打电话“告别”,人民网石首8月28日电 只因与父母在毕业前实习去向处发生争执，湖北石首市一名大学生竟躲到宾馆起意自杀。临自杀前，他给弟弟打电话，放话“告别”。其弟火速打110报警求助，民警快速出警。8月27日，其,荆州新闻网    2015-08-28,荆州新闻网,2015-08-28,https://www.ringdata.com/news/detail?id=20150828a2b4000dd0c829d4d8a7c094b46509eb
472,女大学生陷“校园贷”自杀 如何才能不让悲剧重演？,资料图片 近日，福建省厦门市华夏学院一名大二女生因陷“校园贷”而自杀身亡，此事上网后引发舆论热议。非法“校园贷”屡禁不止，近两年来“校园贷”引发的自杀事件时有发生，如何才能不让类似的悲剧重演？ 大二女,汉江网    2017-04-22,汉江网,2017-04-22,https://www.ringdata.com/news/detail?id=20170422bac2d967a47bb617363ba560e0998bbb
474,大学生伸手接跳楼自杀者受伤学校：他自己犯傻,,多彩贵州网    2012-09-13,多彩贵州网,2012-09-13,https://www.ringdata.com/news/detail?id=20120913eff60d063589fc0e0f0b2c51251816d1
475,哈尔滨一大学生坠楼身亡 警方初步认定为自杀,东北网3月16日电　13日15时30分许，哈市某高校24岁的大四学生邹某从学校教学楼6楼坠下身亡，警方初步认定为自杀。有关部门正在对该学生自杀原因进行调查。 　　根据当时勘察现场的民警介绍，当,东北网    2005-03-16,东北网,2005-03-16,https://www.ringdata.com/news/detail?id=20050316f362028cc8c098180ec7b36b722c6bf5
476,大学生求职受挫发布自杀预告 网友质疑炒作(图),一名大学毕业生，以“死or重生”为名，在网络上发“自杀预告”式的帖子，开始“生命倒数”。他称自己现状穷途潦倒，将在发帖12天后，也就是10月1日结束自己的生命。自杀的目的是希望两部原创“小说”可以,胶东在线网    2008-09-26,胶东在线网,2008-09-26,https://www.ringdata.com/news/detail?id=200809264d828167ea155546878087adf1d60dcc
477,大学生赌球陷“校园贷”巨债跳楼曾4次自杀未遂,21岁的大学生郑德幸死了。他以决绝的方式，从8楼跳下。他欠下60多万巨款，而父亲一生的积蓄只有7万。生前，他试图通过打工的方式完成自我救赎。临死前，他只有38.5块钱。一个缺乏约束和自制力的男孩，,安徽广播电视台网    2016-03-19,安徽广播电视台网,2016-03-19,https://www.ringdata.com/news/detail?id=20160319ad19e063c0c90347711f1a10d088cd91
478,女大学生宿舍内烧炭自杀 疑因查出乙肝被孤立,,人民网    2015-04-30,人民网,2015-04-30,https://www.ringdata.com/news/detail?id=201504302bb3d906bb9813da3f457acbfc9bd5de
479,女大学生打工不堪受辱 为证清白服药自杀身亡,俗话说“良言一句三冬暖，恶语伤人六月寒”。学校放寒假后，在郑州读书的大学生王停没有回驻马店老家，而是选择和同学留在郑州的饭店打散工。王停的大伯说，王停在路上接客人时被骂，回饭店后又被店里厨师打骂。大伯,江西网络广播电视台网    2016-02-05,江西网络广播电视台网,2016-02-05,https://www.ringdata.com/news/detail?id=20160205110a300f9e0daef9c846aeec01de7d78
480,大学生伸手接跳楼自杀者受伤 学校：他自己犯傻,伸手接住跳楼自杀的同学 23岁大学生被砸伤 “学校的后勤部门也不会愿意接收他” 社会团体和爱心人士纷纷伸手帮助 学校至今一片沉寂 2011年4月9日到2012年9月5日，从伸手救人到与湖南师范大学,人民网    2012-09-13,人民网,2012-09-13,https://www.ringdata.com/news/detail?id=2012091338b4b7c345c0b4a2b17bdef69fbac31e
481,大学生欠百万高利贷自杀未遂 父亲店铺被搬空,,央广网    2016-10-25,央广网,2016-10-25,https://www.ringdata.com/news/detail?id=20161025401b98ce5c9e13db4dfb877a06ecf897
483,调查：日本两成受访大学生曾因工作难找想自杀,,人民网    2013-10-19,人民网,2013-10-19,https://www.ringdata.com/news/detail?id=201310191717bce30ba2a79b7c28355cc654c6e0
484,美19岁华裔大学生自杀身亡 疑因考试压力过大,中国侨网10月13日电 据美国《世界日报》报道，美国哥伦比亚大学一名19岁的华裔学生当地时间11日下午1时许，被发现死于学生公寓，该学生为大学二年级的吴科克(Kirk Wu，音译)，来自加州帕,中国新闻网    2018-10-13,中国新闻网,2018-10-13,https://www.ringdata.com/news/detail?id=20181013516f5b33fd74f67cface90daa6f69532
486,大学生欲山林归隐 制造自杀假象以爆炸罪收场,,央广网    2010-09-10,央广网,2010-09-10,https://www.ringdata.com/news/detail?id=201009100e49b63c6439da6f4850a5b7eb15745c
488,广东批捕女大学生遇电信诈骗自杀案7名嫌犯,广东检察机关批捕女大学生被电信诈骗自杀身亡案7名犯罪嫌疑人 　　正义网揭阳10月13日电(记者徐盈雁)10月8日，广东省揭阳市惠来县检察院对备受关注的女大学生蔡某被电信诈骗自杀身亡案的犯罪嫌疑人陈,安徽广播电视台网    2016-10-14,安徽广播电视台网,2016-10-14,https://www.ringdata.com/news/detail?id=2016101492d65bcccc992d953a2562790ca5fab0
489,广东批捕女大学生被电信诈骗自杀身亡案嫌犯,"案发后,揭阳市、惠来县两级检察机关高度重视,立即启动重大敏感案件快速反应机制,指派惠来县检察院侦查监督部门派员介入该案,及时了解案件的进展情况,加强与公安机关的密切配合与工作衔接。9月3日至14日,公",江西网络广播电视台网    2016-10-14,江西网络广播电视台网,2016-10-14,https://www.ringdata.com/news/detail?id=2016101410d422d6289c09e43c756ec323b56e3f
490,9800元学费遭电信诈骗 广东一女大学生跳海自杀,请您注意天气变化 　　新华社广州9月1日专电（记者 叶前）新学期开学第一天，,长沙晚报网    2016-09-02,长沙晚报网,2016-09-02,https://www.ringdata.com/news/detail?id=2016090226246b78a9a76e7083dda7181e6c3467
491,经营套路贷致1大学生自杀身亡首犯获刑25年,图为4月25日浙江省杭州市萧山区法院胡某等人涉黑一案庭审现场 　　精准打击校园“套路贷”背后的黑恶犯罪 　　浙江杭州：涉及被害大学生39人导致一名大学生自杀死亡 淮南大通：通过骚扰高校教师对学校施,多彩贵州网    2019-05-13,多彩贵州网,2019-05-13,https://www.ringdata.com/news/detail?id=201905135f79d65f738b165b4c0176dc2a0326d4
492,河南一女大学生身13刀 警方断定因压力大自杀,,央广网    2012-06-21,央广网,2012-06-21,https://www.ringdata.com/news/detail?id=20120621e7acd50a3da6b07b71a8047d9bc42e37
493,女大学生陷“校园贷”自杀，如何才能不让悲剧重演,新华网北京4月21日电 题：女大学生陷“校园贷”自杀，如何才能不让悲剧重演 　　新华社“中国网事”记者王雷 刘娟 颜之宏 　　近日，福建省厦门市华夏学院一名大二女生因“校园贷”而自杀身亡，此事上网,央广网    2017-04-21,央广网,2017-04-21,https://www.ringdata.com/news/detail?id=20170421c6b6c87cd1366009eb7fbf67255634af
497,山西女大学生去驾校途中被害 一嫌犯畏罪自杀, ,胶东在线网    2015-09-19,胶东在线网,2015-09-19,https://www.ringdata.com/news/detail?id=20150919bfe2beee900ad483916a62aff1a658c3
499,大学生自杀揭开校园网贷黑幕:雇佣学生做代理,3月9日，迷恋赌球的河南牧业经济学院大二学生郑旭，在欠下60多万的校园网贷之后，在青岛跳楼。 郑旭自杀，让名目繁多的“校园网贷”平台暴露在公众视野。在大学生信用卡业务被叫停之后，这些“校园网贷”乘虚在,荆楚网    2016-03-28,荆楚网,2016-03-28,https://www.ringdata.com/news/detail?id=201603281e6080482650db82922589a5e1db11b5
500,常德女大学生患白血病 中风奶奶为减负担自杀,龚婷在家中 医院诊断书 　　红网常德站10月23日讯(通讯员 周先兵)“再过几天，我们就带女儿到医院进行骨髓移植手术，虽然钱未凑齐，但实在等不起了”。10月22日晚，在常德市安乡县安生乡安仁村9组，龚,湖南新闻网    2015-10-25,湖南新闻网,2015-10-25,https://www.ringdata.com/news/detail?id=20151025471be89dcabb2434020c89f856c76dad
501,大学生为琐事杀死父亲 家人统一口径称系自杀,,中国新闻网    2010-03-02,中国新闻网,2010-03-02,https://www.ringdata.com/news/detail?id=2010030247cb167f52c175e6b0b2c288e946fbe2
502,广东准女大学生被骗学费自杀 警方成立专案组,原标题：开学前夕疑遭电信诈骗学费 揭阳准女大学生留遗书自杀 中新网揭阳9月1日电 (陈启任)广东揭阳警方1日通报，惠来县靖海边防派出所29日下午在惠来县靖海镇绿洲度假村海边发现一具溺亡女性的尸,环球网    2016-09-01,环球网,2016-09-01,https://www.ringdata.com/news/detail?id=201609010ba728af9b08720f4d9f08cff35ff0be
